word,polar
providence,0.477
provident,0.68
province,0.837
provision,0.101
proviso,-0.81
provocateur,-0.76
provocative,-0.36
provoke,-0.38
provoked,-0.47
provoker,-0.68
prowess,0.803
proxemics,0.599
proximity,0.225
proxy,0.162
prudence,0.481
prudent,0.762
prudential,0.762
prudently,-0.92
prudery,-0.73
prudish,-0.51
prudishness,-0.73
prune,0.522
pruno,-0.8
prurience,0.846
pruriency,0.854
prurient,-0.53
pruritic,-0.78
pruritus,-0.72
pry,-0.72
prying,-0.84
pseudoaneurysm,-0.7
pseudocyst,-0.7
pseudonym,-0.57
pseudonymous,-0.57
pseudophilotes,-0.85
pseudopod,0.032
pseudopodium,0.032
pseudoscience,-0.8
psilocybin,-0.87
psittacosis,-0.17
psyche,0.781
psychedelics,-0.87
psychiatrist,0.156
psychic,0.106
psychical,0.101
psycho,-0.8
psychoacoustic,0.599
psychoactive,-0.87
psychoactives,-0.87
psychogenesis,0.754
psychokinesis,-0.71
psychologist,-0.02
psychology,0.841
psychometry,0.577
psychoneuroimmunology,0.749
psychoneurosis,-0.29
psychoneurotic,-0.83
psychopath,-0.6
psychopathic,-0.55
psychopathology,0.947
psychopathy,0.662
psychosis,-0.32
psychotic,-0.86
psychotomimetic,-0.87
psychotropic,-0.87
psyllium,-0.55
pteridosperm,-0.73
ptomaine,-0.64
pub,0.597
puberty,0.617
puberulent,-0.77
public,0.621
publication,0.542
publicity,0.085
publish,0.587
puck,0.569
pucker,-0.81
puckish,0.391
pudding,0.048
puddle,-0.03
puerile,-0.75
puff,-0.04
puffball,-0.51
puffbird,-0.69
puffer,-0.7
pufferfish,-0.7
puffiness,-0.85
pugilism,-0.53
pugilist,-0.06
pugnacious,-0.59
pugnaciousness,-0.59
pugnacity,-0.63
puir,0.58
puke,-0.26
pule,-0.57
pull,-0.55
pulley,0.089
pullulation,-0.69
pulp,0.023
pulpit,0.155
pulpwood,0.023
pulsation,0.04
pulse,-0.11
pultenaea,-0.02
puluwatese,-0.66
pulverise,-0.11
pulverization,-0.8
pulverize,-0.11
puma,-0.03
pumpernickel,0.614
pumpkin,-0.02
pun,0.587
punch,-0.92
punctilio,0.658
punctilious,0.554
punctual,0.585
punctuate,0.826
punctuation,0.096
puncture,-0.77
pungency,0.093
pungent,-0.6
punic,-0.75
punish,-0.06
punished,-0.51
punisher,0.549
punishment,-0.08
punitive,-0.77
punitory,-0.7
punk,-0.76
punkah,0.756
punkish,0.116
pup,0.607
pupil,-0.03
puppet,-0.66
puppeteer,-0.62
puppetry,0.816
puppy,0.151
purblind,-0.54
purchase,0.078
pure,0.817
purgative,0.939
purge,0.939
purify,0.667
puritanic,0.741
puritanical,0.739
purity,0.075
purloin,-0.6
purple,0.553
purport,0.55
purposeful,0.512
purposefully,0.512
purposeless,-0.79
purposive,0.514
purpura,-0.69
purpuric,-0.78
purpurin,0.033
purse,0.029
pursuant,0.709
purulence,-0.67
purulent,-0.48
purview,0.682
pus,-0.67
push,0.519
pushbutton,0.036
pushcart,-0.02
pushes,-0.55
pushful,0.824
pushing,0.582
pushpin,-0.53
pushy,0.825
pusillanimity,-0.82
pusillanimous,-0.52
puss,-0.04
pustule,-0.84
put,0.731
putoff,-0.73
putout,-0.88
putrefacient,-0.75
putrefaction,-0.57
putrefactive,-0.75
putrescence,-0.57
putrid,-0.56
putridness,-0.57
putsch,-0.72
putter,0.031
putz,0.747
puzzle,-0.57
puzzled,-0.91
puzzlement,-0.66
puzzling,-0.62
pycnodysostosis,-0.78
pyjamas,0.107
pyloroplasty,-0.7
pylorus,-0.7
pyoderma,-0.74
pyramid,0.062
pyre,-0.84
pyrexia,-0.71
pyrimethamine,0.707
pyrocellulose,-0.83
pyrokinesis,0.577
pyromania,-0.93
pyroxylin,-0.83
pyroxyline,-0.83
python,0.062
qdisc,-0.1
qif,0.053
qos,-0.82
quaalude,0.769
quack,-0.62
quadriparesis,-0.72
quadruple,0.542
quail,0.717
quaint,-0.78
quaintly,-0.58
quaintness,-0.8
quake,-0.51
qualification,0.076
qualified,-0.57
qualify,0.321
quality,0.846
qualm,-0.55
quandary,-0.69
quantification,-0.54
quantificational,0.693
quantify,0.178
quantile,-0.7
quantity,0.121
quarantine,-0.85
quark,0.037
quarrel,-0.89
quarreler,0.709
quarrelsome,-0.77
quarrelsomeness,0.772
quarry,-0.5
quart,0.037
quarter,0.545
quarterback,0.025
quarterly,0.135
quartette,0.583
quartz,-0.03
quash,-0.79
quasiperiodic,0.135
quasistatic,-0.89
quatrain,0.037
quattrocento,0.823
queasy,-0.33
queen,0.522
queer,-0.93
queerly,-0.58
queerness,-0.8
quell,-0.76
quelling,-0.56
quench,0.643
quenching,0.645
quenchless,-0.72
querier,-0.67
querulous,-0.75
querulousness,-0.78
query,0.022
queso,-0.02
quest,0.583
question,0.609
questionable,-0.61
questionably,-0.55
questioner,-0.67
questioning,-0.52
questionnaire,0.089
quetch,-0.56
queue,-0.1
quibble,-0.51
quick,0.096
quickbooks,0.053
quicken,0.053
quickener,0.904
quickly,0.072
quickness,0.092
quickpay,0.053
quicksand,-0.03
quicksilver,-0.61
quiddity,-0.51
quiescence,-0.91
quiescency,-0.78
quiet,0.54
quieten,0.387
quietness,0.419
quietude,0.419
quigley,-0.78
quilt,0.029
quintessence,0.631
quintuple,0.543
quirkier,-0.73
quirkiness,0.538
quirky,0.718
quirt,-0.86
quit,0.052
quitclaim,-0.61
quitter,-0.56
quiver,-0.23
quivering,0.879
quiz,0.031
quoin,0.482
quota,0.709
quotability,0.74
quotative,0.693
quotidian,-0.56
rabbi,0.294
rabbit,-0.02
rabidity,0.604
rabidness,0.601
rabies,-0.79
raccoon,-0.03
race,0.036
racemosa,0.598
racetrack,-0.04
rachel,-0.86
racialist,0.624
raciness,-0.62
racism,-0.79
racist,-0.79
rack,-0.7
racket,-0.53
racoon,-0.02
racquet,0.042
racy,0.522
radiance,0.822
radiancy,0.964
radiant,0.098
radiantly,0.638
radiation,-0.05
radical,0.107
radio,0.026
radioactive,-0.06
radioisotope,0.61
radiology,0.755
radiotelescope,0.039
radiotherapy,0.728
radish,0.037
raffia,-0.5
raffish,-0.48
raft,0.095
rag,-0.47
ragamuffin,-0.12
rage,-0.33
raggedness,-0.82
ragout,0.024
raid,-0.79
raider,-0.5
rail,0.038
railbird,0.673
raillery,-0.86
railpass,0.078
railway,0.08
raiment,-0.79
rain,-0.72
rainbow,0.038
raincoat,-0.04
rainfall,-0.02
rainmaker,0.714
rainstorm,-0.85
rainy,-0.08
raise,0.115
raisin,0.032
raising,0.79
raj,0.781
rake,0.029
rakish,-0.48
rakishness,0.862
rally,0.685
ram,-0.88
ramble,-0.56
rambunctious,-0.74
ramification,-0.54
ramify,-0.71
ramp,0.043
rampart,-0.61
ramshackle,-0.58
ranch,0.033
rancher,0.042
rancor,-0.42
randian,0.767
randolph,-0.86
random,0.538
randy,-0.64
range,0.806
rangy,-0.53
ranitidine,-0.67
rank,0.046
ranking,0.875
rankle,-0.75
ransom,0.517
rant,-0.87
ranting,-0.77
ranulf,-0.75
rap,0.075
rapacious,-0.56
rapaciousness,-0.78
rapacity,-0.59
rapala,0.036
rape,-0.15
raper,0.923
rapid,0.085
rapidity,-0.69
rapidly,0.544
rapidness,-0.7
rapier,0.545
rapine,-0.58
rapist,0.675
rapper,0.551
rapport,0.599
rapscallion,-0.66
rapt,0.585
raptor,-0.82
rapture,0.479
rapturous,0.515
raptus,-0.53
rareness,-0.74
rarify,-0.76
raring,0.518
rascal,-0.66
rascality,0.751
rase,-0.87
rash,-0.59
rashly,-0.92
rashness,0.851
rasp,-0.82
rasping,-0.68
raspy,-0.68
rastafarian,0.143
rat,-0.07
ratability,-0.52
ratafee,0.704
ratafia,0.702
rate,0.028
rateability,-0.52
rathole,-0.64
ratifier,0.753
rating,0.673
ratio,0.046
ratiocination,0.666
ration,-0.03
rational,0.555
rationalist,0.767
rationality,0.656
rationalization,-0.88
rationalize,-0.61
rationalness,0.653
ratite,-0.84
ratsnake,-0.69
rattle,0.054
rattlesnake,0.059
rattling,0.357
raucous,0.116
raucously,0.116
raucousness,-0.78
rauisuchids,-0.84
raunch,0.093
raunchy,-0.57
ravage,-0.62
ravager,-0.62
rave,0.053
raven,-0.04
ravenous,-0.74
raving,-0.77
raw,-0.02
ray,0.598
rayquaza,0.688
raze,-0.09
razor,-0.06
razorback,-0.81
razz,-0.92
razzing,-0.68
re-emphasise,0.547
re-engineer,0.543
re-incorporate,0.53
reabsorb,0.707
reach,0.084
reachable,0.759
reaction,0.32
reactionary,0.624
reactionism,-0.72
reactive,0.769
reactivity,0.644
read,0.537
readable,0.044
readiness,-0.65
reading,0.606
readjustment,0.824
ready,0.086
real-world,0.58
realign,-0.64
realine,-0.64
realism,0.899
realistic,0.549
reality,-0.66
realization,0.524
realize,0.044
reallocation,0.707
realm,0.071
reanimate,0.763
reanimation,0.763
reap,0.65
reaper,-0.64
rear,0.038
reason,0.078
reasonable,-0.04
reasonableness,0.643
reasonably,0.057
reasoning,0.798
reasonless,-0.87
reassemble,-0.02
reassembly,-0.57
reassertion,-0.83
reassure,0.398
reassured,0.387
reassuring,0.398
reassuringly,0.398
reaver,0.689
reawakens,0.763
rebel,-0.49
rebellion,-0.55
rebellious,-0.8
reboot,0.112
rebound,0.594
rebuff,-0.64
rebuild,-0.57
rebuke,-0.55
reburial,-0.11
reburials,-0.11
rebus,0.587
rebut,-0.86
rebuttal,0.037
recalcitrant,-0.71
recalcitrate,-0.66
recall,0.483
recanalization,-0.63
recant,-0.72
recap,0.071
recapitalisation,-0.05
recapitalise,-0.05
recede,-0.69
receding,-0.52
receipt,0.572
receive,0.574
received,0.798
receiver,0.056
recent,0.656
receptacle,0.037
reception,0.77
receptionist,0.048
receptive,0.545
receptively,0.543
receptiveness,0.543
recession,-0.52
recessional,-0.52
recidivate,-0.84
recidivist,0.764
recipient,0.048
reciprocal,0.172
reciprocate,0.023
reciprocity,-0.84
recital,-0.5
recitative,0.736
recite,-0.09
reckless,-0.87
recklessly,-0.4
recklessness,-0.6
reckon,-0.03
reclamation,0.522
recline,-0.59
recluse,-0.6
reclusive,-0.6
reclusiveness,0.88
recognisable,-0.76
recognisably,-0.76
recognition,0.23
recognizable,0.945
recognizably,-0.76
recognize,0.055
recoil,-0.57
recoilless,-0.57
recollection,0.583
recollective,0.621
recolonization,0.554
recombine,-0.02
recommend,0.774
reconceptualize,0.791
reconcile,-0.61
reconciled,0.711
reconciliation,0.61
recondite,0.63
reconditeness,-0.59
reconnect,-0.06
reconnection,-0.06
reconnections,-0.06
reconsider,0.61
reconstruct,0.742
reconstruction,-0.57
reconstructive,0.792
reconvene,0.043
record,-0.03
recording,0.102
recourse,-0.59
recover,0.589
recoverer,-0.76
recovery,0.746
recreant,-0.86
recreate,0.55
recreation,0.624
recreational,0.529
recrudesce,0.716
recruit,0.873
recruitment,0.554
rectangle,0.605
rectangular,0.075
rectification,0.586
rectifier,0.583
rectify,0.588
rectitude,0.851
rector,0.178
recuperate,0.292
recuperation,0.629
recur,-0.59
recurrence,-0.59
recurrent,0.135
recurrentis,0.784
recurring,-0.59
recusal,-0.81
recusant,0.762
recyclable,0.07
recycle,0.033
red,0.043
red-hot,0.598
reddish,-0.57
rede,0.665
rededicate,0.701
redeem,0.583
redeemable,0.726
redefine,0.834
redemption,0.546
redemptioner,-0.5
redevelop,-0.1
redevelopment,-0.1
redevelopments,-0.1
redhead,0.027
redis,0.355
rediscover,0.834
redistributable,0.579
redneck,-0.91
redness,0.609
redo,0.119
redolence,0.747
redolent,-0.53
redoubtable,-0.66
redress,-0.73
reduce,-0.06
reduced,-0.11
reducing,0.593
reduction,-0.06
reductive,-0.54
redundance,-0.82
redundancy,-0.54
redundant,-0.54
reduviid,-0.75
reedemer,0.586
reedmace,0.709
reef,-0.03
reek,-0.7
reel,-0.03
reemergence,-0.83
reenforce,0.662
reenroll,0.492
reestablish,-0.71
reevaluation,0.672
refer,0.129
referable,0.561
referee,-0.56
reference,0.121
referent,0.745
refill,-0.03
refine,0.773
refined,0.702
refinement,0.549
refining,0.546
reflect,0.129
reflectance,0.761
reflecting,-0.55
reflection,0.619
reflective,0.622
reflectiveness,0.111
reflex,0.496
reflexive,0.617
reformable,0.726
reformer,-0.83
reformism,0.645
reformist,-0.8
reformulation,0.789
refractor,0.039
refractory,-0.74
refrain,0.705
refreeze,-0.7
refresh,0.575
refreshed,0.024
refresher,0.849
refreshing,0.286
refreshingly,-0.73
refreshment,0.729
refridgerator,0.543
refrigerate,-0.02
refrigerator,0.028
refuge,0.064
refulgence,0.638
refulgency,0.723
refulgent,0.638
refund,0.572
refurbish,0.838
refurbishment,-0.1
refusal,-0.61
refuse,-0.03
refusing,-0.61
refutable,0.74
refutation,0.49
refute,-0.74
regal,0.065
regality,-0.71
regard,0.386
regenarate,0.512
regenerate,-0.76
regeneration,0.585
regimen,-0.84
regimentation,-0.64
region,0.063
register,0.488
registration,0.823
regress,-0.84
regression,-0.81
regressives,-0.7
regret,-0.48
regretful,-0.41
regretfully,-0.62
regrettable,-0.64
regrow,-0.78
regular,0.054
regularisation,-0.71
regularise,-0.71
regularization,-0.71
regularize,-0.71
regularly,0.044
regulate,-0.71
regulation,0.12
rehab,0.616
rehabilitate,0.619
rehabilitation,0.715
rehabilitative,0.617
rehearse,0.064
reification,0.748
reign,0.096
reilly,-0.78
reimbursable,0.755
reimposition,-0.64
rein,0.137
reincarnate,-0.82
reinflate,-0.03
reinforce,0.256
reinforcement,0.227
reinforcer,0.661
reinitiate,-0.84
reinstall,-0.81
reinstatement,-0.04
reinterment,-0.11
reintroduce,0.66
reinvigorate,0.789
reissue,0.537
reiterate,0.166
reject,-0.61
rejection,-0.04
rejoice,0.818
rejoicing,0.48
rejoin,0.091
rejoinder,-0.69
rejuvenate,0.863
rejuvenation,0.519
relapse,-0.55
relapser,-0.55
relate,0.111
relatedness,-0.73
relation,0.647
relationality,-0.69
relationship,0.89
relative,0.578
relatively,0.575
relativity,-0.83
relax,0.819
relaxation,0.621
release,0.539
relegate,-0.62
relent,-0.73
relentless,-0.56
relentlessly,0.377
relevance,0.581
relevant,0.635
reliability,0.904
reliable,0.875
reliableness,0.759
reliance,0.7
relict,-0.51
relief,0.559
relieve,0.434
relieved,0.084
reliever,0.919
religion,0.871
religionism,-0.63
religiosity,-0.63
religious,0.804
religiousism,-0.63
religiousness,-0.63
relinquish,-0.85
relish,0.945
relocation,0.082
reluctance,-0.87
reluctant,-0.52
reluctantly,-0.52
rely,-0.28
remain,-0.56
remainder,0.072
remark,0.072
remarkable,0.529
remarry,-0.71
remedial,0.653
remedies,-0.78
remedy,0.648
remember,0.571
remembrance,0.799
remind,0.12
reminder,0.061
remindful,-0.54
reminisce,0.063
reminiscent,-0.53
remission,0.311
remissness,-0.72
remit,-0.58
remittal,-0.81
remittance,0.306
remittent,-0.78
remonstrance,-0.74
remorse,-0.66
remorseful,-0.43
remorsefully,-0.42
remorseless,-0.59
remote,0.052
remoteness,0.649
removable,0.108
removal,-0.58
remove,-0.33
remunerated,0.702
remuneration,-0.74
remunerative,0.698
rend,-0.21
rendaku,-0.76
render,0.525
rendezvous,0.059
renew,0.839
renounce,-0.86
renovate,0.521
renovation,0.329
renovator,0.518
rent,-0.56
rentless,-0.87
renunciant,0.74
renunciation,-0.6
renunciative,0.742
reordering,0.9
repair,0.646
repartee,-0.86
repay,0.535
repeat,0.069
repel,-0.43
repellant,-0.41
repellent,-0.41
repelling,-0.41
repent,-0.54
repentance,-0.55
repentant,-0.44
repentantly,-0.44
repentence,-0.44
repetition,-0.44
repetitiousness,-0.66
repetitive,-0.44
repetitiveness,-0.66
replace,0.544
replacement,0.06
replay,0.049
replete,-0.76
replicate,0.1
reply,0.559
report,-0.51
reportage,0.522
reportedly,-0.51
reporter,0.556
repose,0.438
reposition,0.131
repository,0.579
reprehend,0.615
reprehensible,-0.56
reprehension,-0.64
represent,0.08
representation,0.679
representative,0.574
representativeness,-0.8
repress,-0.79
repressed,-0.55
repression,-0.55
repressive,-0.51
repressively,-0.51
repressiveness,-0.51
reprieve,-0.69
reprimand,-0.28
reprisal,-0.74
reproach,-0.69
reproaches,-0.74
reproachful,-0.84
reprobate,-0.83
reprobation,0.046
reproduce,0.074
reproducibility,0.633
reproduction,0.595
reproductive,0.554
reproof,-0.74
reproval,-0.64
reproving,-0.84
reptile,-0.02
republic,0.064
republicanism,-0.83
repudiate,-0.72
repudiation,-0.6
repugnance,-0.44
repugnancy,-0.86
repugnant,-0.44
repulse,-0.44
repulsion,-0.44
repulsive,-0.44
repulsively,-0.44
reputability,0.738
reputable,0.856
reputation,-0.54
repute,0.789
request,0.245
requester,-0.56
requestor,0.572
require,0.595
requirement,0.592
requisite,0.799
requite,-0.51
resale,0.07
resarch,0.588
rescind,-0.53
rescue,0.304
rescuer,0.586
reseach,0.588
research,0.588
researcher,0.52
researchthe,0.588
resell,0.07
resells,0.07
resemblance,-0.75
resemble,-0.03
resentful,-0.42
resentfully,-0.42
resentment,-0.4
reserach,0.588
reservation,0.028
reserve,0.114
reserved,0.026
reserves,-0.94
reservoir,0.053
reset,0.047
reshape,0.719
reside,0.045
residence,0.029
resident,0.595
resign,-0.53
resignation,-0.57
resignedly,-0.54
resilience,0.858
resilient,0.545
resiniferatoxin,-0.73
resist,0.037
resistance,-0.55
resistant,-0.71
resister,-0.77
resistive,-0.71
resistless,0.549
resize,0.131
resold,0.07
resole,0.664
resolute,0.627
resolutely,0.377
resoluteness,0.944
resolution,0.087
resolve,0.792
resolvent,0.71
resonant,-0.52
resonating,-0.53
resonator,-0.05
resorb,0.707
resort,-0.59
resounding,-0.53
resoundingly,-0.51
resource,0.582
resourceful,0.532
resourcefully,0.528
resourcefulness,0.845
respect,0.293
respectability,0.735
respectable,0.798
respected,0.853
respectful,0.261
respectfully,0.514
respiration,0.522
respire,0.763
respite,-0.64
resplendent,0.604
respond,0.023
respondent,0.488
response,0.554
responsibility,0.547
responsible,0.912
responsibleness,0.717
responsive,0.548
responsiveness,0.765
responsivity,-0.52
rest,0.037
restart,0.083
restaurant,0.024
restful,0.119
restitution,-0.73
restive,-0.56
restiveness,-0.55
restless,-0.04
restlessly,0.261
restlessness,-0.59
restoration,0.633
restorative,-0.67
restore,0.441
restrain,-0.14
restrained,-0.6
restraint,0.12
restrict,-0.16
restriction,-0.51
restrictive,-0.56
restrictiveness,-0.57
restroom,0.053
result,0.044
resume,0.059
resurface,-0.63
resurgence,-0.83
resurgent,-0.83
resurrect,0.65
resynchronization,-0.06
retailer,0.09
retain,0.132
retake,0.819
retaliate,-0.51
retaliation,-0.74
retaliatory,-0.77
retard,-0.87
retardation,-0.73
retarded,-0.86
retargetable,0.355
retention,-0.62
retentive,0.621
retentiveness,0.73
retentivity,0.802
rethink,0.834
rethuglican,-0.7
reticence,-0.54
reticent,-0.6
retinopathy,0.64
retire,0.032
retirement,0.525
retiring,-0.6
retort,0.059
retrace,0.741
retract,0.83
retractable,0.108
retral,0.616
retreat,-0.18
retreive,0.121
retrenchment,0.819
retribution,-0.18
retributive,-0.77
retributory,-0.77
retrievable,-0.54
retrieval,0.523
retrieve,0.121
retrocede,-0.18
retrocognition,0.577
retrograde,-0.58
retrogress,-0.76
retrogression,-0.81
retrospection,0.111
retrovert,-0.84
return,0.143
reu,0.62
reunion,0.063
reunite,0.063
revamp,0.517
revanchism,0.573
reveal,0.617
revealing,0.813
revel,-0.65
revelation,0.559
revelatory,0.111
revelry,-0.72
revenant,0.763
revenge,-0.63
revengeful,-0.59
revengefully,-0.41
revenue,0.091
reverberating,-0.53
reverberation,0.599
reverberative,-0.53
revere,0.548
reverence,0.545
reverend,0.777
reverent,0.533
reverential,0.545
reverentially,0.564
reverently,0.569
reverie,0.757
reversal,-0.81
reverse,0.805
reversible,0.742
reversion,-0.81
revert,-0.84
revertants,-0.86
revery,0.755
revetment,0.788
review,0.728
revile,-0.58
revilement,-0.61
revise,-0.1
revitalise,0.752
revitalize,0.835
revival,0.68
revive,0.651
revivify,0.771
revocation,-0.04
revoke,-0.53
revolt,-0.5
revolting,-0.41
revoltingly,-0.41
revolution,0.587
revolutionary,-0.04
revolutionist,-0.56
revolve,0.09
revolver,0.544
revolving,-0.55
revox,0.561
revulsion,-0.44
reward,0.611
rewarding,0.562
rewind,-0.1
rewoven,0.039
rexx,0.606
rhabdomyoma,-0.88
rhamnaceae,0.598
rhapsodic,0.391
rhapsody,0.038
rhessi,0.047
rhetoric,0.076
rhetorical,-0.54
rheumatoid,-0.69
rhinitis,-0.82
rhinorrhea,-0.71
rhinostenosis,-0.77
rhizotomy,-0.77
rhombus,0.599
rhumb,0.537
rhyme,0.037
rhythm,0.625
rhythmic,0.082
rhythmical,-0.69
ribaldry,0.796
ribavirin,-0.84
ribbon,0.593
ribcage,0.653
rice,0.234
rich,0.505
richer,0.505
riches,0.119
richly,0.505
richness,0.209
rickettsialpox,-0.76
rickettsiosis,-0.77
rickety,-0.48
ricochet,0.549
rictus,0.858
rid,0.745
riddle,-0.52
ride,0.571
ridge,0.037
ridgeback,-0.58
ridicule,-0.26
ridiculous,-0.21
ridiculously,-0.41
rife,-0.52
riffage,0.116
riffle,0.793
rifle,-0.55
rifleman,0.862
rig,-0.84
rigamarole,-0.8
rigger,0.576
riggu,-0.52
right,0.671
right-down,-0.62
righteousness,0.853
rightful,0.498
rightfully,0.527
rightly,0.53
rigid,0.04
rigidification,-0.72
rigidifying,-0.86
rigidity,-0.87
rigidness,-0.87
rigmarole,-0.65
rigor,0.616
rigorousness,0.62
rigour,0.607
rile,-0.45
rim,-0.55
rind,0.082
ring,0.057
ringbone,0.776
ringleader,-0.64
ringrose,0.923
ringworm,-0.76
rinse,0.037
riot,-0.88
riotous,-0.58
riotously,0.391
rip,-0.09
ripcord,-0.54
ripe,0.86
riposte,-0.86
ripped,0.63
rise,0.055
risible,-0.55
rising,0.53
risk,-0.84
risky,-0.11
rite,0.287
ritonavir,-0.84
ritornello,0.736
ritual,0.271
ritz,-0.77
rival,-0.06
river,-0.02
riverbed,-0.53
riverside,0.058
rivet,0.757
riveting,0.548
rkairoa,-0.84
rle,-0.78
roach,-0.14
road,0.051
roadblock,-0.04
roadless,-0.52
roadside,-0.04
roadway,0.056
roam,-0.78
roar,-0.29
roaring,-0.87
roast,0.033
rob,-0.79
robbery,-0.58
robe,0.515
robitussin,0.871
robotic,0.517
robotman,0.688
robust,0.548
robustious,-0.74
robustness,-0.52
roc,-0.69
roche,0.413
rock,0.041
rock-ribbed,-0.52
rocker,0.051
rocket,-0.04
rockfoil,-0.79
rocknroll,-0.59
rocktron,-0.72
rockweed,-0.72
rod,0.084
rodent,-0.1
rodeo,0.62
roe,-0.77
roger,-0.64
rogue,-0.3
roguery,-0.74
roguishness,0.753
rohypnol,-0.37
roil,-0.47
roister,0.741
rojo,-0.02
rolaids,0.871
role,-0.78
roll,0.042
rolled,0.558
roller,0.089
roller-coaster,-0.51
rollerblade,0.1
rolling,0.574
roly-poly,-0.5
roman,0.093
romance,0.864
romancer,0.578
romanists,0.49
romanizations,-0.76
romantic,0.928
romanticize,0.579
romanticized,0.578
rome,0.026
romp,0.657
ron,-0.64
roof,0.057
rook,0.038
rookery,-0.68
rookie,-0.87
rool,0.101
room,0.026
roommate,0.592
rooster,0.054
root,-0.8
rootage,-0.8
rooter,0.676
ropati,0.923
rope,0.089
roper,0.63
ropework,0.627
rorqual,-0.02
rosary,0.188
rose,0.036
rosebud,0.026
rosebush,0.057
roseola,-0.8
rosette,-0.75
rosilla,-0.73
rosiness,0.748
rosita,-0.72
rostrum,-0.63
rosy,0.582
rot,-0.63
rotate,0.13
rotating,-0.55
rotation,0.637
rote,0.113
rotgut,-0.79
rotten,-0.56
rottenness,-0.57
rotund,-0.65
rotundifolia,0.715
rotundity,-0.72
rough,-0.73
rough-cut,-0.56
roughage,-0.5
roughhewn,-0.76
roughish,-0.72
roughly,0.545
roughneck,-0.74
roughness,-0.66
roughshod,-0.74
roulotte,0.024
roum,-0.54
round,0.851
rounded,0.771
roundedal,0.772
roundly,-0.59
roundness,-0.72
roundworm,-0.85
rouse,0.697
rousing,0.641
rousseauian,0.767
route,0.021
routine,0.664
roux,0.887
rove,-0.87
rover,0.104
row,-0.73
rowboat,0.039
rowdy,-0.79
royal,0.052
royalty,0.086
rstein,0.799
rtai,0.355
ruanui,-0.84
ruapani,-0.84
rub,0.574
rubber,-0.82
rubberneck,-0.78
rubberstamp,0.357
rubbery,0.106
rubbish,-0.87
rubbishy,-0.66
rubble,-0.62
rube,-0.91
rubefacient,-0.73
rubeola,0.704
rubicund,-0.57
rubor,-0.67
ruby,0.292
ruck,0.706
ruckle,-0.68
ruddigore,0.796
ruddy,-0.56
rude,-0.83
rudeness,-0.73
rudiment,-0.47
rue,-0.42
rueful,-0.43
ruefully,-0.42
ruefulness,-0.41
ruff,0.061
ruffian,-0.82
ruffle,0.638
ruffled,0.692
ruficollis,0.751
rug,0.566
rugby,0.03
ruggedness,-0.74
ruili,-0.76
ruin,-0.04
ruination,-0.79
ruiner,-0.63
ruinous,-0.55
rule,0.073
rule-governed,0.5
ruler,0.033
rum,0.056
rumble,-0.6
rumbling,-0.62
ruminate,-0.58
rumination,0.936
ruminative,0.6
rummage,-0.71
rummy,0.701
rumor,-0.5
rumormonger,-0.51
run,0.049
runner,-0.6
runny,-0.6
runtime,-0.82
runty,-0.03
runway,0.538
rupture,-0.72
rupturewort,-0.65
ruralism,0.645
rush,-0.43
rushncap,-0.88
rushy,-0.71
russ,-0.64
russia,0.025
rust,-0.71
rustic,-0.91
rusticate,-0.76
rusticity,-0.57
rustle,-0.03
rustling,0.746
rusty,-0.58
rut,-0.04
ruth,-0.56
ruthful,-0.43
ruthfulness,-0.43
ruthless,-0.64
ruthlessly,-0.65
ruthlessness,-0.51
rye,0.023
sabbas,0.113
sabbatical,0.904
sabeans,-0.54
sabotage,-0.52
saboteur,-0.81
sac,-0.57
sacajawea,0.026
saccharin,0.698
sachet,-0.04
sack,0.028
sacking,0.728
sacralize,-0.59
sacred,0.61
sacredness,0.545
sacrifice,0.09
sacrilege,-0.53
sacrilegious,0.559
sad,-0.3
sadden,-0.31
saddened,-0.51
saddle,0.055
sadira,0.043
sadistic,-0.4
sadly,-0.41
sadness,-0.2
safe,0.073
safekeep,0.14
safety,0.147
sag,-0.6
saga,0.148
sagacious,0.794
sagaciousness,0.64
sagacity,0.794
sail,0.047
sailboat,0.039
sailing,0.079
sailor,-0.02
saint,0.113
saintliness,0.584
saintly,0.113
sajdah,-0.89
sakkos,0.732
salacious,-0.53
salad,0.026
salami,0.639
salary,0.096
sale,0.118
saleswoman,0.616
salience,0.697
saliency,0.697
salient,0.551
salinity,-0.67
saliva,0.054
salivary,0.563
salivate,0.568
salivation,-0.05
sally,0.628
salmasius,0.49
salmon,0.026
salmonid,-0.83
salon,0.078
saloon,-0.69
salpingitis,-0.74
salsa,0.092
salsify,0.357
salt,-0.5
saltine,-0.78
saltiness,0.093
saltshaker,0.043
saltwater,-0.03
salty,0.027
salubrious,0.558
salutary,0.509
salutation,0.563
salute,0.076
salvage,0.746
salvager,-0.76
salvation,0.21
salve,-0.83
salving,-0.56
salvor,-0.76
samantha,-0.86
same,0.214
sameness,0.109
sample,0.108
sampling,0.85
samurai,0.04
sanctifier,0.615
sanctify,0.619
sanctimonious,-0.65
sanction,0.657
sanctioned,0.416
sanctity,0.585
sanctuary,0.19
sand,-0.03
sandal,0.038
sandaled,-0.84
sandbag,0.595
sandbagger,0.747
sandblast,0.798
sandboy,-0.9
sandhopper,0.885
sandman,0.728
sandwich,0.638
sandy,0.061
sane,0.156
saneness,0.928
sangfroid,0.755
sanguinary,-0.59
sanguine,0.396
